"HITId,""HITTypeId"",""Title"",""Description"",""Keywords"",""Reward"",""CreationTim";"e""";",""MaxAs";signme;"nts"",""Requ";ester;Annotat;"ion"",""A";ssi;gnm;entDurati;onInS;"econds"",""A";utoApprova;lDe;layI;nSeconds;,Expira;tion;,Numb;erO;fSimil;arHI;"Ts"",""Lif";eti;meI;nS;econds;,As;si;"gnmentId"",""Wor";ker;"Id""";",""Assignmen";"tStatus"",""AcceptTime"",";SubmitTim;"e"",""Aut";oApprovalTi;"me"",""Ap";provalTi;"me"",""Rejectio";"nTime"",";Reque;sterFeedback;,Work;TimeInSe;"conds"",""Li";fetimeApp;rovalRate;,Last30DaysApprovalR;"ate""";",""L";ast7DaysA;ppro;"valRate"",""Answer.surveycode"",""Approve"",""Reject""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""30X31N5D66EBC0STEQDEXJ3NMD6ASM"",""Approved"",""Fri";Jun ;25;07:05:57;PDT ;"2021"",""Fri";Jun ;25;07:18:57;PDT ;"2021"",""Mon";Jun ;28;07:18:57;PDT ;"2021"",""Sat";Jun ;26;04:16:19;PDT ;"2021"","","",""780"",""100%";"(2/2)"",""100%";"(2/2)"",""0%";"(0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""31UV0MXWNT0PCGDGEISJL6HEL12I5V"",""Approved"",""Fri"; Jun;25;05:53:35; PDT;"2021"",""Fri"; Jun;25;06:21:18; PDT;"2021"",""Mon"; Jun;28;06:21:18; PDT;"2021"",""Sat"; Jun;26;04:14:08; PDT;"2021"","","",""1663"",""100";"% (2/2)"",""100";"% (2/2)"",""0";"% (0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021”,"","",""34FNN24DCPXB2GSLI0EM7UB2BK15YP"",""Approved"",""Fri"; Jun;25;06:02:20; PDT;"2021"",""Fri"; Jun;25;06:41:29; PDT;"2021"",""Mon"; Jun;28;06:41:29; PDT;"2021"",""Sat"; Jun;26;04:14:08; PDT;"2021"","","",""2349"",""100";"% (1/1)"",""100";"% (1/1)"",""0";"% (0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""351SEKWQS356CCI0E38UBBCNFRKDME"",""Approved"",""Fri"; Jun;25;05:01:27; PDT;"2021"",""Fri"; Jun;25;05:28:37; PDT;"2021"",""Mon"; Jun;28;05:28:37; PDT;"2021"",""Sat"; Jun;26;04:13:16; PDT;"2021"","","",""1630"",""100";"% (2/2)"",""100";"% (2/2)"",""0";"% (0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""36U2A8VAG4NEKZDOPNIS9JUK8AVKYO"",""Approved"",""Fri"; Jun;25;06:06:57; PDT;"2021"",""Fri"; Jun;25;06:24:05; PDT;"2021"",""Mon"; Jun;28;06:24:05; PDT;"2021"",""Sat"; Jun;26;04:13:37; PDT;"2021"","","",""1028"",""100";"% (2/2)"",""100";"% (2/2)"",""1";"00% (1/1)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""36WLNQG782YFLRS3J9T53DJE34JEBL"",""Approved"",""Fri"; Jun;25;07:03:33; PDT;"2021"",""Fri"; Jun;25;07:23:24; PDT;"2021"",""Mon"; Jun;28;07:23:24; PDT;"2021"",""Sat"; Jun;26;04:13:38; PDT;"2021"","","",""1191"",""100";"% (2/2)"",""100";"% (2/2)"",""1";"00% (1/1)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""37ZHEEHM6ZAP9H9GH80TFKTLTP037V"",""Approved"",""Fri"; Jun;25;05:01:27; PDT;"2021"",""Fri"; Jun;25;05:15:23; PDT;"2021"",""Mon"; Jun;28;05:15:23; PDT;"2021"",""Sat"; Jun;26;04:13:15; PDT;"2021"","","",""836"",""100%";"(1/1)"",""100%";"(1/1)"",""0%";"(0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""39K0FND3AK38E5FOUTHSLA4HUOSMAQ"",""Approved"",""Fri";Jun ;25;10:42:45;PDT ;"2021"",""Fri";Jun ;25;11:01:04;PDT ;"2021"",""Mon";Jun ;28;11:01:04;PDT ;"2021"",""Sat";Jun ;26;04:16:20;PDT ;"2021"","","",""1099"",""100%";"(1/1)"",""100%";"(1/1)"",""0%";"(0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""39KFRKBFIQJXAQY3NFALG0BTSF4YOL"",""Approved"",""Fri"; Jun;25;05:01:25; PDT;"2021"",""Fri"; Jun;25;05:20:50; PDT;"2021"",""Mon"; Jun;28;05:20:50; PDT;"2021"",""Sat"; Jun;26;04:13:37; PDT;"2021"","","",""1165"",""100";"% (3/3)"",""100";"% (2/2)"",""1";"00% (1/1)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""39L1G8WVWTFBYVUESSJKEA28Q3031Y"",""Approved"",""Fri"; Jun;25;05:01:25; PDT;"2021"",""Fri"; Jun;25;05:10:02; PDT;"2021"",""Mon"; Jun;28;05:10:02; PDT;"2021"",""Sat"; Jun;26;04:10:20; PDT;"2021"","","",""517"",""100%";"(1/1)"",""100%";"(1/1)"",""0%";"(0/0)"",""BR1_2021"""
